sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FC_SAV_2,2018-05-07,12:45,MICROZOOPLANKTON & NAUPLII,Rotifers,16,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,311,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CYCLOPOIDS,Acanthocyclops vernalis adult,7,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CYCLOPOIDS,Cyclopoid copepodid,23,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CYCLOPOIDS,Eucyclops,20,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CYCLOPOIDS,Microcyclops rubellus,1,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CALANOIDS,Calanoid copepodid,81,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CALANOIDS,Eurytemora affinis adult,22,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Alona,2,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Alonella,8,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Camptocercus,12,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Chydorus,17,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Eurycercus,19,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Pleuroxus,12,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Scaphloberis,1,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Sida,8,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,CLADOCERA,Simocephalus,1,1.0,108,1.5,108.0,1
FC_SAV_2,2018-05-07,12:45,HARPACTICOIDS,Harpacticoids,1,1.0,108,1.5,108.0,1
