sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
LH_SAV_1,2018-03-12,14:00,MICROZOOPLANKTON & NAUPLII,Rotifers,94,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,208,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CYCLOPOIDS,Cyclopoid copepodid,39,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CYCLOPOIDS,Eucyclops pectinifer,2,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CYCLOPOIDS,Limnoithona tetraspina,1,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CYCLOPOIDS,Microcyclops rubellus,1,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CALANOIDS,Calanoid copepodid,18,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CALANOIDS,Pseudodiaptomus forbesi adult,3,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CLADOCERA,Alona,1,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CLADOCERA,Bosmina,9,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CLADOCERA,Camptocercus,5,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CLADOCERA,Ceriodaphnia,1,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CLADOCERA,Chydorus,86,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CLADOCERA,Daphnia,1,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CLADOCERA,Graptoleberis,4,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,CLADOCERA,Picripleuroxus,6,1.0,31,31,31.0,6
LH_SAV_1,2018-03-12,14:00,HARPACTICOIDS,Harpacticoids,2,1.0,31,31,31.0,6
