sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_WAT_1,2018-05-08,14:53,MICROZOOPLANKTON & NAUPLII,Rotifers,20.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,333.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,MICROZOOPLANKTON & NAUPLII,Ostracods,4.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CYCLOPOIDS,Cyclopoid copepodid,13.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CYCLOPOIDS,Eucyclops pectinifer,2.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CALANOIDS,Calanoid copepodid,114.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CALANOIDS,Eurytemora affinis adult,5.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CALANOIDS,Pseudodiaptomus forbesi adult,1.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CALANOIDS,Sinocalanus doerrii adult,15.0,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CLADOCERA,Alona,1,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CLADOCERA,Alonella,1,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CLADOCERA,Bosmina,2,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CLADOCERA,Camptocercus,7,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CLADOCERA,Chydorus,44,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CLADOCERA,Eurycercus,4,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,CLADOCERA,Ilyocryptus,1,1.0,26,1.7,26.0,0.5
FI_WAT_1,2018-05-08,14:53,HARPACTICOIDS,Harpacticoids,4,1.0,26,1.7,26.0,0.5
