sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
LH_SAV_2,2018-12-17,14:30,MICROZOOPLANKTON & NAUPLII,Rotifers,58,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,252,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CYCLOPOIDS,Acanthocyclops vernalis adult,1,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CYCLOPOIDS,Cyclopoid copepodid,81,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CYCLOPOIDS,Diacyclops thomasi,2,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CYCLOPOIDS,Eucyclops pectinifer,5,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CYCLOPOIDS,Limnoithona tetraspina,4,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CYCLOPOIDS,Macrocyclops albidus,4,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CYCLOPOIDS,Microcyclops rubellus,14,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CALANOIDS,Calanoid copepodid,46,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CLADOCERA,Alona,4,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CLADOCERA,Bosmina,8,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CLADOCERA,Ceriodaphnia,1,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CLADOCERA,Chydorus,58,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CLADOCERA,Graptoleberis,2,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,CLADOCERA,Simocephalus,2,1.0,27,22,27.0,2
LH_SAV_2,2018-12-17,14:30,HARPACTICOIDS,Harpacticoids,4,1.0,27,22,27.0,2
