sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_WAT_1,2018-09-17,17:40,MICROZOOPLANKTON & NAUPLII,Rotifers,107,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,307,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,MICROZOOPLANKTON & NAUPLII,Ostracods,1,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CYCLOPOIDS,Cyclopoid copepodid,21,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CYCLOPOIDS,Eucyclops,1,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CYCLOPOIDS,Limnoithona tetraspina,8,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CYCLOPOIDS,Microcyclops rubellus,2,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CALANOIDS,Calanoid copepodid,151,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CALANOIDS,Pseudodiaptomus forbesi adult,10,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CLADOCERA,Bosmina,2,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CLADOCERA,Camptocercus,1,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CLADOCERA,Ceriodaphnia,4,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CLADOCERA,Chydorus,2,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CLADOCERA,Daphnia,1,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CLADOCERA,Diaphanosoma,1,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,CLADOCERA,Sida,1,1.0,63,3,63.0,1
FI_WAT_1,2018-09-17,17:40,HARPACTICOIDS,Harpacticoids,11,1.0,63,3,63.0,1
