sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
LH_WAT_2,2018-06-06,11:30,MICROZOOPLANKTON & NAUPLII,Rotifers,65.0,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,367.0,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,MICROZOOPLANKTON & NAUPLII,Ostracods,1.0,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CYCLOPOIDS,Cyclopoid copepodid,2.0,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CALANOIDS,Calanoid copepodid,188.0,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CALANOIDS,Pseudodiaptomus forbesi adult,20.0,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CALANOIDS,Sinocalanus doerrii adult,2.0,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CLADOCERA,Alona,4,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CLADOCERA,Bosmina,18,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CLADOCERA,Camptocercus,1,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CLADOCERA,Ceriodaphnia,3,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,CLADOCERA,Graptoleberis,1,1.0,35,10,35.0,3
LH_WAT_2,2018-06-06,11:30,HARPACTICOIDS,Harpacticoids,2,1.0,35,10,35.0,3
