sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
LH_WAT_1,2018-07-05,11:15,MICROZOOPLANKTON & NAUPLII,Rotifers,99.0,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,261.0,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CYCLOPOIDS,Cyclopoid copepodid,51.0,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CYCLOPOIDS,Microcyclops rubellus,4.0,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CALANOIDS,Calanoid copepodid,12.0,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CALANOIDS,Pseudodiaptomus forbesi adult,1.0,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CLADOCERA,Alona,1,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CLADOCERA,Bosmina,7,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CLADOCERA,Ceriodaphnia,13,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CLADOCERA,Chydorus,2,1.0,43,10.3,43.0,0.3
LH_WAT_1,2018-07-05,11:15,CLADOCERA,Simocephalus,1,1.0,43,10.3,43.0,0.3
