sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FC_WAT_1,2018-08-08,15:33,MICROZOOPLANKTON & NAUPLII,Rotifers,63.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,327.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,MICROZOOPLANKTON & NAUPLII,Ostracods,2.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CYCLOPOIDS,Acanthocyclops vernalis adult,2.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CYCLOPOIDS,Cyclopoid copepodid,41.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CYCLOPOIDS,Eucyclops,1.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CYCLOPOIDS,Limnoithona tetraspina,3.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CYCLOPOIDS,Microcyclops rubellus,1.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CALANOIDS,Calanoid copepodid,16.0,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CLADOCERA,Alonella,2,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CLADOCERA,Bosmina,8,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CLADOCERA,Chydorus,6,1.0,52,5,52.0,2
FC_WAT_1,2018-08-08,15:33,CLADOCERA,Diaphanosoma,6,1.0,52,5,52.0,2
