sample,date,time,category,taxon,count,subsamples,v1_ml,sub1_ml,v2_ml,sub2_ml
LH-WAT-2,10/30/2017,13:03,MICROZOOPLANKTON,Rotifers,10,1,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MICROZOOPLANKTON,Barnacles,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MICROZOOPLANKTON,Copepod nauplii,478,1,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MICROZOOPLANKTON,Ostracods,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Acanthocyclops vernalis adult,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Acanthocyclops vernalis copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Cyclopoid adult,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Cyclopoid copepodid,45,1,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Diacyclops thomasi,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Ectocyclops phaleratus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Eucyclops agilis,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Limnoithona copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Limnoithona sinensis,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Limnoithona spp.,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Limnoithona tetraspina,9,1,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Mesocyclops edax,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Microcyclops rubellus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Monospilus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Oithona copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Oithona davisae,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Oithona similis,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Oithona spp.,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CYCLOPOIDS,Paracyclops,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Acartia copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Acartia spp.,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Acartiella copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Acartiella sinensis,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Calanoid copepodid,179,1,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Diaptomus copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Diaptomus spp.,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Eurytemora affinis adult,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Eurytemora affinis copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Hesperodiaptomus franciscanus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Osphranticum copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Osphranticum labronectum,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Pseudodiaptomus forbesi adult,9,1,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Pseudodiaptomus forbesi copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Sinocalanus doerrii adult,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Sinocalanus doerrii copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Skistodiaptomus pallidus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Tortanus copepodid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CALANOIDS,Tortanus spp.,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Alona,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Alonella,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Bosmina,4,1,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Camptocercus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Ceriodaphnia,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Chydorus,4,1,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Daphnia,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Diaphanosoma,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Disparalona,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Eurycercus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Graptoleberis,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Ilyocryptus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Kurzia,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Leydigia,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Macrothrix,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Moina,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Monospilus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Picripleuroxus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Pleuroxus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Pseudochydorus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Scaphloberis,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Sida,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,CLADOCERA,Simocephalus vetulus,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,HARPACTICOIDS,HARPACTICOIDS,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MACROZOOPLANKTON,Americorophium,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MACROZOOPLANKTON,Annelid,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MACROZOOPLANKTON,Baby Clam,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MACROZOOPLANKTON,Baby snail,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MACROZOOPLANKTON,Clam,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MACROZOOPLANKTON,Corophium spp.,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MACROZOOPLANKTON,Cumacean,0,0,64,2.0,64,0.6
LH-WAT-2,10/30/2017,13:03,MACROZOOPLANKTON,Fish,0,0,64,2.0,64,0.6
