sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
DI_SAV_1,2018-08-08,16:40,MICROZOOPLANKTON & NAUPLII,Rotifers,54.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,272.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,MICROZOOPLANKTON & NAUPLII,Ostracods,7.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CYCLOPOIDS,Acanthocyclops vernalis adult,1.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CYCLOPOIDS,Cyclopoid copepodid,83.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CYCLOPOIDS,Eucyclops,1.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CYCLOPOIDS,Limnoithona tetraspina,24.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CYCLOPOIDS,Macrocyclops albidus,4.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CYCLOPOIDS,Microcyclops rubellus,4.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CALANOIDS,Acartiella sinensis,2.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CALANOIDS,Calanoid copepodid,67.0,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CLADOCERA,Bosmina,3,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CLADOCERA,Camptocercus,1,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CLADOCERA,Chydorus,18,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CLADOCERA,Picripleuroxus,1,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,CLADOCERA,Sida,1,1.0,47,4,47.0,1.2
DI_SAV_1,2018-08-08,16:40,HARPACTICOIDS,Harpacticoids,6,1.0,47,4,47.0,1.2
