sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
DI_WAT_1,2018-08-08,17:17,MICROZOOPLANKTON & NAUPLII,Rotifers,26,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,377,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,MICROZOOPLANKTON & NAUPLII,Ostracods,1,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CYCLOPOIDS,Cyclopoid copepodid,28,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CYCLOPOIDS,Eucyclops pectinifer,2,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CYCLOPOIDS,Limnoithona tetraspina,27,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CYCLOPOIDS,Microcyclops rubellus,4,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CALANOIDS,Calanoid copepodid,106,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CALANOIDS,Pseudodiaptomus forbesi adult,2,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CLADOCERA,Alona,1,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CLADOCERA,Bosmina,2,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CLADOCERA,Chydorus,3,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,CLADOCERA,Graptoleberis,1,1.0,97,5,97.0,3
DI_WAT_1,2018-08-08,17:17,HARPACTICOIDS,Harpacticoids,69,1.0,97,5,97.0,3
