sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
DI_SAV_2,2018-03-14,16:50,MICROZOOPLANKTON & NAUPLII,Rotifers,59.0,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,238.0,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,MICROZOOPLANKTON & NAUPLII,Ostracods,8.0,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CYCLOPOIDS,Cyclopoid copepodid,47.0,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CYCLOPOIDS,Eucyclops pectinifer,2.0,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CYCLOPOIDS,Microcyclops rubellus,5.0,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CALANOIDS,Calanoid copepodid,3.0,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CALANOIDS,Eurytemora affinis adult,1.0,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CLADOCERA,Alonella,4,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CLADOCERA,Bosmina,1,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CLADOCERA,Camptocercus,1,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CLADOCERA,Chydorus,130,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CLADOCERA,Graptoleberis,1,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CLADOCERA,Picripleuroxus,10,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,CLADOCERA,Simocephalus,30,1.0,64,0.22,64.0,0.37
DI_SAV_2,2018-03-14,16:50,HARPACTICOIDS,Harpacticoids,1,1.0,64,0.22,64.0,0.37
