sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FC_SAV_1,2018-08-08,15:05,MICROZOOPLANKTON & NAUPLII,Rotifers,14.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,335.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,MICROZOOPLANKTON & NAUPLII,Ostracods,1.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CYCLOPOIDS,Acanthocyclops vernalis adult,3.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CYCLOPOIDS,Cyclopoid copepodid,19.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CYCLOPOIDS,Eucyclops,10.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CYCLOPOIDS,Limnoithona tetraspina,1.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CYCLOPOIDS,Microcyclops rubellus,5.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CALANOIDS,Calanoid copepodid,133.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CALANOIDS,Pseudodiaptomus forbesi adult,2.0,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CLADOCERA,Alona,1,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CLADOCERA,Alonella,3,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CLADOCERA,Bosmina,18,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CLADOCERA,Ceriodaphnia,2,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CLADOCERA,Chydorus,3,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CLADOCERA,Diaphanosoma,2,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CLADOCERA,Sida,9,1.0,63,1.6,63.0,0.4
FC_SAV_1,2018-08-08,15:05,CLADOCERA,Simocephalus,3,1.0,63,1.6,63.0,0.4
