sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_SAV_2,2018-12-17,13:07,MICROZOOPLANKTON & NAUPLII,Rotifers,11.0,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,181.0,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,MICROZOOPLANKTON & NAUPLII,Ostracods,8.0,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CYCLOPOIDS,Cyclopoid copepodid,29.0,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CYCLOPOIDS,Eucyclops pectinifer,1.0,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CYCLOPOIDS,Limnoithona tetraspina,1.0,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CALANOIDS,Calanoid copepodid,20.0,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CALANOIDS,Eurytemora affinis adult,1.0,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CLADOCERA,Alonella,45,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CLADOCERA,Bosmina,6,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CLADOCERA,Camptocercus,4,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CLADOCERA,Chydorus,105,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CLADOCERA,Diaphanosoma,1,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CLADOCERA,Graptoleberis,2,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CLADOCERA,Pseudochydorus,1,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,CLADOCERA,Sida,1,1.0,30,6,30.0,1
FI_SAV_2,2018-12-17,13:07,HARPACTICOIDS,Harpacticoids,4,1.0,30,6,30.0,1
