sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_SAV_1,2018-05-08,14:21,MICROZOOPLANKTON & NAUPLII,Rotifers,30,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,396,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,MICROZOOPLANKTON & NAUPLII,Ostracods,10,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CYCLOPOIDS,Acanthocyclops vernalis adult,3,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CYCLOPOIDS,Cyclopoid copepodid,15,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CYCLOPOIDS,Eucyclops pectinifer,1,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CYCLOPOIDS,Microcyclops rubellus,1,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CALANOIDS,Calanoid copepodid,148,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CALANOIDS,Eurytemora affinis adult,21,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CALANOIDS,Pseudodiaptomus forbesi adult,2,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CALANOIDS,Sinocalanus doerrii adult,5,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CLADOCERA,Alona,3,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CLADOCERA,Bosmina,2,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CLADOCERA,Camptocercus,9,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CLADOCERA,Ceriodaphnia,1,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CLADOCERA,Chydorus,35,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CLADOCERA,Eurycercus,16,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CLADOCERA,Graptoleberis,5,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,CLADOCERA,Simocephalus,1,1.0,45,3,45.0,2
FI_SAV_1,2018-05-08,14:21,HARPACTICOIDS,Harpacticoids,12,1.0,45,3,45.0,2
