sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FC_WAT_2,2018-07-09,18:15,MICROZOOPLANKTON & NAUPLII,Rotifers,26.0,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,278.0,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,MICROZOOPLANKTON & NAUPLII,Ostracods,2.0,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,CYCLOPOIDS,Cyclopoid copepodid,11.0,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,CYCLOPOIDS,Microcyclops rubellus,1.0,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,CALANOIDS,Calanoid copepodid,34.0,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,CALANOIDS,Pseudodiaptomus forbesi adult,7.0,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,CLADOCERA,Bosmina,37,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,CLADOCERA,Ceriodaphnia,6,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,CLADOCERA,Daphnia,1,1.0,106,24,106.0,4
FC_WAT_2,2018-07-09,18:15,CLADOCERA,Diaphanosoma,10,1.0,106,24,106.0,4
