sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_SAV_1,2018-06-06,11:53,MICROZOOPLANKTON & NAUPLII,Rotifers,50.0,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,270.0,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,MICROZOOPLANKTON & NAUPLII,Ostracods,2.0,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CYCLOPOIDS,Cyclopoid copepodid,12.0,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CYCLOPOIDS,Eucyclops pectinifer,3.0,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CALANOIDS,Calanoid copepodid,173.0,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CALANOIDS,Pseudodiaptomus forbesi adult,14.0,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CALANOIDS,Sinocalanus doerrii adult,10.0,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CLADOCERA,Bosmina,13,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CLADOCERA,Ceriodaphnia,2,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CLADOCERA,Chydorus,2,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,CLADOCERA,Eurycercus,1,1.0,107,4,107.0,1
FI_SAV_1,2018-06-06,11:53,HARPACTICOIDS,Harpacticoids,7,1.0,107,4,107.0,1
