sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FC_WAT_2,2018-06-05,12:25,MICROZOOPLANKTON & NAUPLII,Rotifers,4.0,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,324.0,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CYCLOPOIDS,Cyclopoid copepodid,17.0,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CYCLOPOIDS,Eucyclops pectinifer,1.0,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CYCLOPOIDS,Limnoithona tetraspina,1.0,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CYCLOPOIDS,Microcyclops rubellus,2.0,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CALANOIDS,Calanoid copepodid,165.0,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CALANOIDS,Pseudodiaptomus forbesi adult,3.0,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CLADOCERA,Alona,4,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CLADOCERA,Alonella,10,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CLADOCERA,Bosmina,3,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CLADOCERA,Camptocercus,3,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CLADOCERA,Chydorus,10,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CLADOCERA,Picripleuroxus,1,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,CLADOCERA,Simocephalus,1,1.0,14,3.4,14.0,0.4
FC_WAT_2,2018-06-05,12:25,HARPACTICOIDS,Harpacticoids,13,1.0,14,3.4,14.0,0.4
