sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
LH_SAV_2,2018-04-10,15:38,MICROZOOPLANKTON & NAUPLII,Rotifers,156.0,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,315.0,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,MICROZOOPLANKTON & NAUPLII,Ostracods,3.0,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CYCLOPOIDS,Cyclopoid copepodid,44.0,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CYCLOPOIDS,Diacyclops thomasi,3.0,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CYCLOPOIDS,Mesocyclops edax,3.0,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CALANOIDS,Calanoid copepodid,101.0,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CALANOIDS,Sinocalanus doerrii adult,3.0,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CLADOCERA,Alona,2,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CLADOCERA,Alonella,1,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CLADOCERA,Bosmina,21,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CLADOCERA,Camptocercus,1,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CLADOCERA,Chydorus,59,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CLADOCERA,Daphnia,2,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CLADOCERA,Graptoleberis,1,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,CLADOCERA,Pleuroxus,6,1.0,32,6,32.0,4
LH_SAV_2,2018-04-10,15:38,HARPACTICOIDS,Harpacticoids,1,1.0,32,6,32.0,4
