sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_SAV_1,2018-03-12,15:15,MICROZOOPLANKTON & NAUPLII,Rotifers,104.0,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,231.0,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,MICROZOOPLANKTON & NAUPLII,Ostracods,2.0,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CYCLOPOIDS,Cyclopoid copepodid,22.0,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CYCLOPOIDS,Microcyclops rubellus,4.0,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CALANOIDS,Calanoid copepodid,12.0,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CALANOIDS,Eurytemora affinis adult,2.0,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CLADOCERA,Alona,2,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CLADOCERA,Bosmina,2,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CLADOCERA,Camptocercus,1,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CLADOCERA,Chydorus,68,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CLADOCERA,Graptoleberis,6,1.0,31,1.5,31.0,0.5
FI_SAV_1,2018-03-12,15:15,CLADOCERA,Simocephalus,3,1.0,31,1.5,31.0,0.5
