sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FC_WAT_2,2018-09-18,17:32,MICROZOOPLANKTON & NAUPLII,Rotifers,16.0,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,394.0,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CYCLOPOIDS,Acanthocyclops vernalis adult,1.0,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CYCLOPOIDS,Cyclopoid copepodid,68.0,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CYCLOPOIDS,Eucyclops,3.0,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CYCLOPOIDS,Limnoithona tetraspina,73.0,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CALANOIDS,Calanoid copepodid,75.0,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CLADOCERA,Alonella,3,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CLADOCERA,Bosmina,2,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CLADOCERA,Camptocercus,1,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CLADOCERA,Chydorus,1,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,CLADOCERA,Diaphanosoma,1,1.0,25,4,25.0,1
FC_WAT_2,2018-09-18,17:32,HARPACTICOIDS,Harpacticoids,1,1.0,25,4,25.0,1
