"sample","date","time","category","taxon","count","subsamples","v1_ml","sub1_ml","v2_ml","sub2_ml"
"LH-SAV-02",2017-06-29,"08:55","MICROZOOPLANKTON","Rotifers",50,1,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","MICROZOOPLANKTON","Barnacles",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","MICROZOOPLANKTON","Copepod nauplii",361,1,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","MICROZOOPLANKTON","Ostracods",17,1,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Acanthocyclops vernalis adult",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Acanthocyclops vernalis copepodid",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Cyclopoid adult",6,1,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Cyclopoid copepodid",137,1,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Diacyclops thomasi",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Ectocyclops phaleratus",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Eucyclops agilis",1,1,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Limnoithona copepodid",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Limnoithona sinensis",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Limnoithona spp.",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Limnoithona tetraspina",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Mesocyclops edax",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Microcyclops rubellus",7,1,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Monospilus",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Oithona copepodid",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Oithona davisae",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Oithona similis",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Oithona spp.",0,0,200,3,200,1
"LH-SAV-02",2017-06-29,"08:55","CYCLOPOIDS","Paracyclops chiltoni",0,0,200,3,200,1
