sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
DI_WAT_2,2018-06-05,10:15,MICROZOOPLANKTON & NAUPLII,Rotifers,1.0,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,429.0,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,MICROZOOPLANKTON & NAUPLII,Ostracods,1.0,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CYCLOPOIDS,Cyclopoid copepodid,9.0,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CYCLOPOIDS,Limnoithona tetraspina,3.0,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CALANOIDS,Calanoid copepodid,170.0,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CALANOIDS,Pseudodiaptomus forbesi adult,81.0,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CLADOCERA,Alona,1,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CLADOCERA,Bosmina,3,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CLADOCERA,Ceriodaphnia,1,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CLADOCERA,Chydorus,1,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,CLADOCERA,Ilyocryptus,1,1.0,28,7,28.0,3
DI_WAT_2,2018-06-05,10:15,HARPACTICOIDS,Harpacticoids,10,1.0,28,7,28.0,3
