sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
DI_SAV_2,2018-10-17,13:05,MICROZOOPLANKTON & NAUPLII,Rotifers,6,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,309,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,MICROZOOPLANKTON & NAUPLII,Ostracods,11,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CYCLOPOIDS,Acanthocyclops vernalis adult,5,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CYCLOPOIDS,Cyclopoid copepodid,125,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CYCLOPOIDS,Eucyclops pectinifer,12,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CYCLOPOIDS,Limnoithona tetraspina,23,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CYCLOPOIDS,Macrocyclops albidus,1,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CYCLOPOIDS,Microcyclops rubellus,18,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CALANOIDS,Calanoid copepodid,3,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CLADOCERA,Alona,23,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CLADOCERA,Ceriodaphnia,1,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CLADOCERA,Chydorus,11,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CLADOCERA,Picripleuroxus,6,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,CLADOCERA,Simocephalus,2,1.0,36,3.5,36.0,22
DI_SAV_2,2018-10-17,13:05,HARPACTICOIDS,Harpacticoids,5,1.0,36,3.5,36.0,22
