sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
DI_SAV_2,2018-09-18,16:03,MICROZOOPLANKTON & NAUPLII,Rotifers,19,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,316,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,MICROZOOPLANKTON & NAUPLII,Ostracods,13,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CYCLOPOIDS,Acanthocyclops vernalis adult,5,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CYCLOPOIDS,Cyclopoid copepodid,111,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CYCLOPOIDS,Eucyclops pectinifer,14,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CYCLOPOIDS,Limnoithona tetraspina,1,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CYCLOPOIDS,Macrocyclops albidus,3,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CYCLOPOIDS,Microcyclops rubellus,24,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CALANOIDS,Calanoid copepodid,1,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CLADOCERA,Alona,7,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CLADOCERA,Camptocercus,5,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CLADOCERA,Chydorus,22,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CLADOCERA,Eurycercus,2,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CLADOCERA,Picripleuroxus,11,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,CLADOCERA,Simocephalus,1,1.0,102,0.9,102.0,0.4
DI_SAV_2,2018-09-18,16:03,HARPACTICOIDS,Harpacticoids,5,1.0,102,0.9,102.0,0.4
