sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_SAV_1,2018-12-17,12:20,MICROZOOPLANKTON & NAUPLII,Rotifers,36.0,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,323.0,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CYCLOPOIDS,Cyclopoid copepodid,42.0,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CYCLOPOIDS,Diacyclops thomasi,1.0,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CYCLOPOIDS,Eucyclops sp.,2.0,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CYCLOPOIDS,Limnoithona tetraspina,6.0,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CALANOIDS,Calanoid copepodid,52.0,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CLADOCERA,Alona,5,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CLADOCERA,Bosmina,12,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CLADOCERA,Chydorus,43,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,CLADOCERA,Pleuroxus,7,1.0,37,26,37.0,6
FI_SAV_1,2018-12-17,12:20,HARPACTICOIDS,Harpacticoids,4,1.0,37,26,37.0,6
