sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_WAT_2,2018-12-17,13:18,MICROZOOPLANKTON & NAUPLII,Rotifers,208,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,285,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,MICROZOOPLANKTON & NAUPLII,Ostracods,5,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CYCLOPOIDS,Acanthocyclops vernalis adult,1,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CYCLOPOIDS,Cyclopoid copepodid,21,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CYCLOPOIDS,Eucyclops pectinifer,1,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CYCLOPOIDS,Limnoithona tetraspina,1,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CALANOIDS,Calanoid copepodid,21,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CALANOIDS,Eurytemora affinis adult,1,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CLADOCERA,Alona,3,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CLADOCERA,Alonella,46,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CLADOCERA,Camptocercus,1,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CLADOCERA,Chydorus,126,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,CLADOCERA,Monospilus,5,1.0,31,6,31.0,2
FI_WAT_2,2018-12-17,13:18,HARPACTICOIDS,Harpacticoids,1,1.0,31,6,31.0,2
