sample,date,time,category,taxon,count,subsamples,v1_ml,sub1_ml,v2_ml,sub2_ml
DI-WAT-1,11/28/2017,12:00,MICROZOOPLANKTON,Rotifers,36,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,MICROZOOPLANKTON,Barnacles,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,MICROZOOPLANKTON,Copepod nauplii,287,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,MICROZOOPLANKTON,Ostracods,10,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Acanthocyclops vernalis adult,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Acanthocyclops vernalis copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Cyclopoid adult,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Cyclopoid copepodid,56,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Diacyclops thomasi,3,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Ectocyclops phaleratus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Eucyclops pectinifer,5,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Limnoithona copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Limnoithona sinensis,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Limnoithona spp.,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Limnoithona tetraspina,30,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Mesocyclops edax,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Microcyclops rubellus,3,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Monospilus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Oithona copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Oithona davisae,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Oithona similis,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Oithona spp.,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Paracyclops chiltoni,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CYCLOPOIDS,Paracyclops fimbriatus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Acartia copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Acartia spp.,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Acartiella copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Acartiella sinensis,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Arctodiaptomus dorsalis,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Calanoid copepodid,27,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Diaptomus dorsalis,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Diaptomus siciloides,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Eurytemora affinis adult,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Eurytemora affinis copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Hesperodiaptomus franciscanus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Osphranticum copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Osphranticum labronectum,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Pseudodiaptomus forbesi adult,4,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Pseudodiaptomus forbesi copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Sinocalanus doerrii adult,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Sinocalanus doerrii copepodid,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CALANOIDS,Skistodiaptomus pallidus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Alona,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Alonella,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Bosmina,24,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Camptocercus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Ceriodaphnia,8,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Chydorus,46,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Daphnia,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Diaphanosoma,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Disparalona,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Eurycercus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Graptoleberis,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Ilyocryptus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Kurzia,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Macrothrix,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Moina,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Monospilus,0,0,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Picripleuroxus,4,1,58,7.0,58,6.0
DI-WAT-1,11/28/2017,12:00,CLADOCERA,Pleuroxus,0,0,58,7.0,58,6.0
