sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_SAV_2,2018-08-07,17:35,MICROZOOPLANKTON & NAUPLII,Rotifers,44.0,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,250.0,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,MICROZOOPLANKTON & NAUPLII,Ostracods,18.0,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CYCLOPOIDS,Cyclopoid copepodid,24.0,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CYCLOPOIDS,Limnoithona tetraspina,5.0,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CALANOIDS,Calanoid copepodid,173.0,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CLADOCERA,Alonella,1,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CLADOCERA,Bosmina,3,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CLADOCERA,Ceriodaphnia,7,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CLADOCERA,Chydorus,9,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CLADOCERA,Daphnia,1,1.0,41,9,41.0,2
FI_SAV_2,2018-08-07,17:35,CLADOCERA,Diaphanosoma,16,1.0,41,9,41.0,2
