sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FC_SAV_1,2018-09-18,16:41,MICROZOOPLANKTON & NAUPLII,Rotifers,14.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,489.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,MICROZOOPLANKTON & NAUPLII,Ostracods,2.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CYCLOPOIDS,Acanthocyclops vernalis adult,1.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CYCLOPOIDS,Cyclopoid copepodid,47.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CYCLOPOIDS,Eucyclops,2.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CYCLOPOIDS,Limnoithona tetraspina,67.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CALANOIDS,Calanoid copepodid,70.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CALANOIDS,Pseudodiaptomus forbesi adult,35.0,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CLADOCERA,Alonella,3,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CLADOCERA,Ceriodaphnia,2,1.0,43,3,43.0,1
FC_SAV_1,2018-09-18,16:41,CLADOCERA,Chydorus,1,1.0,43,3,43.0,1
