sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
DI_SAV_2,2018-08-08,17:36,MICROZOOPLANKTON & NAUPLII,Rotifers,41,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,318,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,MICROZOOPLANKTON & NAUPLII,Ostracods,3,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CYCLOPOIDS,Cyclopoid adult,1,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CYCLOPOIDS,Cyclopoid copepodid,59,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CYCLOPOIDS,Eucyclops,1,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CYCLOPOIDS,Limnoithona tetraspina,1,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CYCLOPOIDS,Macrocyclops albidus,11,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CALANOIDS,Calanoid copepodid,5,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CLADOCERA,Camptocercus,10,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CLADOCERA,Chydorus,106,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CLADOCERA,Diaphanosoma,1,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,CLADOCERA,Simocephalus,1,1.0,265,0.5,265.0,0.4
DI_SAV_2,2018-08-08,17:36,HARPACTICOIDS,Harpacticoids,4,1.0,265,0.5,265.0,0.4
