sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
USGS_8,2018-04-10,16:27,MICROZOOPLANKTON & NAUPLII,Rotifers,59.0,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,256.0,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,MICROZOOPLANKTON & NAUPLII,Ostracods,6.0,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,CYCLOPOIDS,Cyclopoid copepodid,36.0,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,CYCLOPOIDS,Diacyclops thomasi,1.0,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,CALANOIDS,Calanoid copepodid,153.0,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,CALANOIDS,Eurytemora affinis adult,3.0,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,CLADOCERA,Bosmina,5,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,CLADOCERA,Chydorus,25,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,CLADOCERA,Graptoleberis,5,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,CLADOCERA,Picripleuroxus,7,1.0,20,1.4,20.0,0.4
USGS_8,2018-04-10,16:27,HARPACTICOIDS,Harpacticoids,1,1.0,20,1.4,20.0,0.4
