sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
USGS_5,2018-08-07,18:30,MICROZOOPLANKTON & NAUPLII,Rotifers,140.0,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,180.0,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,MICROZOOPLANKTON & NAUPLII,Ostracods,7.0,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,CYCLOPOIDS,Cyclopoid copepodid,11.0,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,CYCLOPOIDS,Limnoithona tetraspina,3.0,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,CALANOIDS,Calanoid copepodid,187.0,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,CLADOCERA,Bosmina,2,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,CLADOCERA,Ceriodaphnia,4,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,CLADOCERA,Chydorus,1,1.0,62,1.8,62.0,0.8
USGS_5,2018-08-07,18:30,CLADOCERA,Diaphanosoma,4,1.0,62,1.8,62.0,0.8
