sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FC_SAV_1,2018-07-09,17:00,MICROZOOPLANKTON & NAUPLII,Rotifers,12,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,313,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,MICROZOOPLANKTON & NAUPLII,Ostracods,2,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,CYCLOPOIDS,Cyclopoid copepodid,2,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,CALANOIDS,Calanoid copepodid,166,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,CALANOIDS,Pseudodiaptomus forbesi adult,10,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,CALANOIDS,Sinocalanus doerrii adult,1,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,CLADOCERA,Bosmina,19,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,CLADOCERA,Ceriodaphnia,13,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,CLADOCERA,Eurycercus,1,1.0,32,3.7,32.0,1.2
FC_SAV_1,2018-07-09,17:00,HARPACTICOIDS,Harpacticoids,1,1.0,32,3.7,32.0,1.2
