sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
LH_SAV_2,2018-10-16,14:45,MICROZOOPLANKTON & NAUPLII,Rotifers,9.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,288.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,MICROZOOPLANKTON & NAUPLII,Ostracods,6.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CYCLOPOIDS,Cyclopoid copepodid,105.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CYCLOPOIDS,Eucyclops,4.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CYCLOPOIDS,Limnoithona tetraspina,5.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CYCLOPOIDS,Microcyclops rubellus,20.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CALANOIDS,Calanoid copepodid,38.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CALANOIDS,Pseudodiaptomus forbesi adult,3.0,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CLADOCERA,Bosmina,1,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CLADOCERA,Ceriodaphnia,2,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CLADOCERA,Chydorus,103,1.0,63,3,63.0,2
LH_SAV_2,2018-10-16,14:45,CLADOCERA,Simocephalus,4,1.0,63,3,63.0,2
