sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
FI_WAT_2,2018-03-12,16:05,MICROZOOPLANKTON & NAUPLII,Rotifers,143,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,335,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,MICROZOOPLANKTON & NAUPLII,Ostracods,2,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CYCLOPOIDS,Cyclopoid copepodid,42,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CYCLOPOIDS,Macrocyclops albidus,1,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CYCLOPOIDS,Microcyclops rubellus,1,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CALANOIDS,Calanoid copepodid,70,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CLADOCERA,Alona,2,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CLADOCERA,Bosmina,12,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CLADOCERA,Ceriodaphnia,5,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CLADOCERA,Chydorus,89,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CLADOCERA,Graptoleberis,4,1.0,35,22,35.0,2
FI_WAT_2,2018-03-12,16:05,CLADOCERA,Picripleuroxus,4,1.0,35,22,35.0,2
