"sample","date","time","category","taxon","count","subsamples","v1_ml","sub1_ml","v2_ml","sub2_ml"
"LH-SAV-2",2018-02-08,"12:19","MICROZOOPLANKTON","Rotifers",116,1,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","MICROZOOPLANKTON","Barnacles",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","MICROZOOPLANKTON","Copepod nauplii",206,1,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","MICROZOOPLANKTON","Ostracods",1,1,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Acanthocyclops vernalis adult",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Acanthocyclops vernalis copepodid",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Cyclopoid adult",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Cyclopoid copepodid",21,1,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Diacyclops thomasi",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Ectocyclops phaleratus",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Eucyclops sp.",1,1,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Limnoithona copepodid",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Limnoithona sinensis",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Limnoithona spp.",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Limnoithona tetraspina",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Macrocyclops albidus",1,1,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Mesocyclops edax",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Microcyclops rubellus",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Monospilus",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Oithona copepodid",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Oithona davisae",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Oithona similis",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Oithona spp.",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CYCLOPOIDS","Paracyclops sp.",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CALANOIDS","Acartia copepodid",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CALANOIDS","Acartia spp.",0,0,55,55,55,10
"LH-SAV-2",2018-02-08,"12:19","CALANOIDS","Acartiella copepodid",0,0,55,55,55,10
