"sample","date","time","category","taxon","count","subsamples","v1_ml","sub1_ml","v2_ml","sub2_ml"
"LH-WAT-2",2018-01-11,"12:18","MICROZOOPLANKTON","Rotifers",213,1,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","MICROZOOPLANKTON","Barnacles",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","MICROZOOPLANKTON","Copepod nauplii",178,1,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","MICROZOOPLANKTON","Ostracods",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Acanthocyclops vernalis adult",2,1,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Acanthocyclops vernalis copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Cyclopoid adult",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Cyclopoid copepodid",82,1,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Diacyclops thomasi",1,1,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Ectocyclops phaleratus",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Eucyclops spp.",1,1,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Limnoithona copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Limnoithona sinensis",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Limnoithona spp.",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Limnoithona tetraspina",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Mesocyclops edax",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Microcyclops rubellus",5,1,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Monospilus",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Oithona copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Oithona davisae",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Oithona similis",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Oithona spp.",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CYCLOPOIDS","Paracyclops sp.",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Acartia copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Acartia spp.",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Acartiella copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Acartiella sinensis",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Arctodiaptomus dorsalis",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Calanoid copepodid",30,1,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Diaptomus copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Diaptomus spp.",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Eurytemora affinis adult",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Eurytemora affinis copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Leptodiaptomus siciloides",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Osphranticum copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Osphranticum labronectum",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Pseudodiaptomus forbesi adult",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Pseudodiaptomus forbesi copepodid",0,0,50,23,50,2
"LH-WAT-2",2018-01-11,"12:18","CALANOIDS","Sinocalanus doerrii adult",0,0,50,23,50,2
