"sample","date","time","category","taxon","count","subsamples","v1_ml","sub1_ml","v2_ml","sub2_ml"
"LH-SAV-1",2017-10-30,"14:26","MICROZOOPLANKTON","Rotifers",50,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MICROZOOPLANKTON","Barnacles",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MICROZOOPLANKTON","Copepod nauplii",269,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MICROZOOPLANKTON","Ostracods",2,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Acanthocyclops vernalis adult",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Acanthocyclops vernalis copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Cyclopoid adult",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Cyclopoid copepodid",46,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Diacyclops thomasi",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Ectocyclops phaleratus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Eucyclops pectinifer",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Limnoithona copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Limnoithona sinensis",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Limnoithona spp.",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Limnoithona tetraspina",1,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Mesocyclops edax",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Microcyclops rubellus",5,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Monospilus dispar",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Oithona copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Oithona davisae",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Oithona similis",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Oithona spp.",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Paracyclops chiltoni",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CYCLOPOIDS","Paracyclops poppei",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Acartia copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Acartia spp.",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Acartiella copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Acartiella sinensis",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Calanoid copepodid",118,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Diaptomus copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Diaptomus spp.",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Eurytemora affinis adult",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Eurytemora affinis copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Osphranticum copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Osphranticum labronectum",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Pseudodiaptomus forbesi adult",1,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Pseudodiaptomus forbesi copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Sinocalanus doerrii adult",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Sinocalanus doerrii copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Skistodiaptomus pallidus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Tortanus copepodid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CALANOIDS","Tortanus spp.",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Alona",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Alonella",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Bosmina",2,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Camptocercus",2,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Ceriodaphnia",2,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Chydorus",28,1,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Daphnia",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Diaphanosoma",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Disparalona",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Eurycercus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Graptoleberis",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Ilyocryptus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Kurzia",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Leydigia",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Macrothrix",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Moina",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Monospilus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Picripleuroxus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Pleuroxus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Pseudochydorus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Scaphloberis",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Sida",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","CLADOCERA","Simocephalus",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","HARPACTICOIDS","HARPACTICOIDS",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MACROZOOPLANKTON","Americorophium",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MACROZOOPLANKTON","Annelid",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MACROZOOPLANKTON","Baby Clam",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MACROZOOPLANKTON","Baby snail",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MACROZOOPLANKTON","Clam",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MACROZOOPLANKTON","Corophium spp.",0,0,55,NA,55,NA
"LH-SAV-1",2017-10-30,"14:26","MACROZOOPLANKTON","Cumacean",0,0,55,NA,55,NA
