"sample","date","time","category","taxon","count","subsamples","v1_ml","sub1_ml","v2_ml","sub2_ml"
"LH-WAT-1",2017-10-30,"13:42","MICROZOOPLANKTON","Rotifers",15,1,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","MICROZOOPLANKTON","Barnacles",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","MICROZOOPLANKTON","Copepod nauplii",410,1,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","MICROZOOPLANKTON","Ostracods",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Acanthocyclops vernalis adult",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Acanthocyclops vernalis copepodid",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Cyclopoid adult",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Cyclopoid copepodid",8,1,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Diacyclops thomasi",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Ectocyclops phaleratus",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Eucyclops elegans",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Limnoithona copepodid",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Limnoithona sinensis",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Limnoithona spp.",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Limnoithona tetraspina",7,1,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Mesocyclops edax",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Microcyclops rubellus",1,1,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Monospilus",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Oithona copepodid",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Oithona davisae",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Oithona similis",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Oithona spp.",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Paracyclops fimbriatus",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CYCLOPOIDS","Paracyclops",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Acartia copepodid",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Acartia spp.",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Acartiella copepodid",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Acartiella sinensis",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Calanoid copepodid",218,1,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Diaptomus copepodid",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Diaptomus spp.",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Eurytemora affinis adult",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Eurytemora affinis copepodid",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Osphranticum copepodid",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Osphranticum labronectum",0,0,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Pseudodiaptomus forbesi adult",1,1,65,NA,65,NA
"LH-WAT-1",2017-10-30,"13:42","CALANOIDS","Pseudodiaptomus forbesi copepodid",0,0,65,NA,65,NA
