sample,date,time,category,taxon,count,subsample,v1_ml,sub1_ml,v2_ml,sub2_ml
LH_WAT_1_QAQC,2018-10-16,15:25,MICROZOOPLANKTON & NAUPLII,Rotifers,29.0,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,MICROZOOPLANKTON & NAUPLII,Copepod nauplii,262.0,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,MICROZOOPLANKTON & NAUPLII,Ostracods,3.0,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CYCLOPOIDS,Cyclopoid adult,19.0,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CYCLOPOIDS,Limnoithona tetraspina,18.0,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CALANOIDS,Calanoid copepodid,156.0,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CALANOIDS,Pseudodiaptomus forbesi adult,1.0,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CLADOCERA,Alonella,1,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CLADOCERA,Bosmina,3,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CLADOCERA,Ceriodaphnia,2,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CLADOCERA,Chydorus,10,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CLADOCERA,Daphnia,1,1.0,30,6,30.0,1
LH_WAT_1_QAQC,2018-10-16,15:25,CLADOCERA,Graptoleberis,5,1.0,30,6,30.0,1
